product_id,product_name,category,subcategory,brand,list_price,launch_date,total_sales_count,total_revenue,units_sold,avg_sale_amount,unique_customers,review_count,avg_rating,performance_category,rating_category
a75c02b1-ce70-4396-ae4e-bde0934d6623,SmartTech Headphones Population,Electronics,Headphones,SmartTech,1431.98,2023-05-07,918,1992548.58,1598,2170.532222222222,27,918,4.0588235294117645,Top Performer,Good
e732edd4-28cd-454e-a894-5ac080972bee,ElectroCore Tablets View,Electronics,Tablets,ElectroCore,1349.39,2023-03-06,882,1607839.8,1344,1822.9476190476191,21,882,3.9761904761904763,Top Performer,Average
cf68a3fe-29cb-4aaa-9914-9e5b61347210,SmartTech Headphones Interest,Electronics,Headphones,SmartTech,1415.92,2023-01-07,567,1449955.89,1161,2557.2414285714285,21,567,4.111111111111111,Top Performer,Good
fe64c522-ac0e-40fb-996a-fd36fc7408b7,SmartTech Headphones Report,Electronics,Headphones,SmartTech,1315.26,2024-02-14,760,1329021.6,1120,1748.7126315789474,19,760,4.2,Top Performer,Good
2c7e7c50-8244-4f71-a7e0-00a07bbf9ba8,TechPro Laptops Job,Electronics,Laptops,TechPro,1369.06,2024-02-09,578,1261379.6,1020,2182.3176470588237,17,578,3.9411764705882355,Top Performer,Average
651d0d16-f71f-46e7-9d60-31faedb96c42,TechWave Cameras Set,Electronics,Cameras,TechWave,1152.05,2025-04-28,630,1256303.3,1225,1994.1322222222223,18,630,4.228571428571429,Top Performer,Good
94ef46f4-0a4a-4e9a-b9a3-c7dfb99ecbf9,TechWave Cameras Eight,Electronics,Cameras,TechWave,1433.35,2023-07-25,648,1224300.6,972,1889.3527777777779,18,648,4.111111111111111,Top Performer,Good
7bffa060-273c-4ef1-a514-dda0d72e75ce,DigitalMax Headphones Long,Electronics,Headphones,DigitalMax,1309.3,2025-08-15,624,1212940.17,1053,1943.814375,16,624,3.717948717948718,Top Performer,Average
2fedd4d3-e396-40a7-a6e1-fad32d524fa6,TechPro Cameras Page,Electronics,Cameras,TechPro,1335.14,2025-03-15,560,1161586.3,1015,2074.26125,16,560,4.057142857142857,Top Performer,Good
067a7ef7-ac4e-4f5c-b7bf-53e358f74954,DigitalMax Smartphones Figure,Electronics,Smartphones,DigitalMax,1242.53,2025-06-11,660,1120072.47,1023,1697.0795,20,660,4.2727272727272725,Top Performer,Good
dec4306f-831a-4edc-be4d-4f924be5958a,DigitalMax Smartphones Always,Electronics,Smartphones,DigitalMax,1393.47,2022-12-23,464,1118531.74,928,2410.62875,16,464,4.0344827586206895,Top Performer,Good
4484dacc-46e4-4f66-8fa0-b1a96d4b8daf,TechWave Laptops Talk,Electronics,Laptops,TechWave,1233.21,2024-11-21,578,1109984.06,1020,1920.3876470588236,17,578,4.117647058823529,Top Performer,Good
235138f6-6ec0-4287-bfd6-c4601e666f89,DigitalMax Smartphones Member,Electronics,Smartphones,DigitalMax,1238.91,2024-02-17,558,1083824.48,992,1942.3377777777778,18,558,3.967741935483871,Top Performer,Average
6cae5b0a-bdae-4004-9a0f-c95910271720,SmartTech Cameras Surface,Electronics,Cameras,SmartTech,1481.8,2025-08-13,544,1043822.72,800,1918.7917647058823,17,544,4.0625,Top Performer,Good
57160a29-2624-447a-9b80-0fc0a5063b41,TechPro Smartphones And,Electronics,Smartphones,TechPro,1438.35,2023-07-03,448,1038391.48,840,2317.838125,16,448,4.035714285714286,Top Performer,Good
d0d8b092-e0f0-49b8-ad27-6380a2f91479,DigitalMax Laptops Husband,Electronics,Laptops,DigitalMax,1028.71,2023-01-29,702,1028960.79,1170,1465.756111111111,18,702,4.076923076923077,Top Performer,Good
25d5e57b-9cc9-4d1c-94db-7e41f8a23aee,ElectroCore Headphones With,Electronics,Headphones,ElectroCore,1351.83,2024-04-15,540,1025955.0,840,1899.9166666666667,18,540,3.6666666666666665,Top Performer,Average
c5d351b3-dd69-4431-bed0-ec1aea6f8729,TechPro Laptops They,Electronics,Laptops,TechPro,1292.96,2024-03-20,455,984128.6,840,2162.92,13,455,4.171428571428572,Top Performer,Good
283a0424-7780-457b-9785-8d1002a9b720,ElectroCore Laptops Throughout,Electronics,Laptops,ElectroCore,1388.64,2024-06-02,520,981717.1,806,1887.9175,20,520,3.6923076923076925,Top Performer,Average
75c84f9b-cbeb-4af5-87a6-7519bea4292d,ElectroCore Tablets Tend,Electronics,Tablets,ElectroCore,1241.64,2023-01-30,459,971300.16,891,2116.1223529411764,17,459,3.7777777777777777,Top Performer,Average
b81e10aa-d79f-4141-95d7-92e31e166a00,TechPro Smartphones Example,Electronics,Smartphones,TechPro,1181.24,2022-09-04,640,969359.68,960,1514.6245,20,640,4.03125,Top Performer,Good
300324ba-4bc8-4b68-9faf-fb05f41bdcef,ElectroCore Headphones Lead,Electronics,Headphones,ElectroCore,1364.29,2024-05-06,442,960254.86,782,2172.5223076923075,13,442,4.029411764705882,Top Performer,Good
dcd0f4ed-a45e-404e-8592-370ee7fccf4e,DigitalMax Smartphones Financial,Electronics,Smartphones,DigitalMax,1322.85,2025-06-25,576,958752.36,864,1664.500625,16,576,4.055555555555555,Top Performer,Good
25e4efa6-70ab-4692-a987-5f837dd656ff,SmartTech Tablets Foreign,Electronics,Tablets,SmartTech,1296.74,2025-01-03,576,957205.44,864,1661.815,18,576,4.0,Top Performer,Good
2f457d76-1ddf-49b0-b0ae-71daac6d4c63,TechPro Smartphones Occur,Electronics,Smartphones,TechPro,1207.39,2023-03-24,665,946649.2,875,1423.5326315789473,19,665,3.742857142857143,Top Performer,Average
49acda73-8e43-4132-a6be-3b990beb121c,SmartTech Smartphones Space,Electronics,Smartphones,SmartTech,1261.19,2024-04-17,504,943811.96,812,1872.6427777777778,18,504,4.107142857142857,Top Performer,Good
af29059c-58ed-43ae-a667-155d82df4c5e,SmartTech Cameras Listen,Electronics,Cameras,SmartTech,1431.27,2023-10-08,480,939306.0,720,1956.8875,16,480,4.133333333333333,Top Performer,Good
f4850362-42cf-41e6-b93b-ff8e365001bd,DigitalMax Cameras Many,Electronics,Cameras,DigitalMax,1270.73,2023-08-26,494,937740.7,858,1898.2605263157895,19,494,4.038461538461538,Top Performer,Good
54232876-f323-433f-947a-9a46ae26a209,TechPro Tablets Use,Electronics,Tablets,TechPro,1405.21,2025-06-13,480,937381.8,750,1952.87875,16,480,3.8,Top Performer,Average
37b051d0-ac47-43dd-9489-3964808ca0a2,SmartTech Laptops Lawyer,Electronics,Laptops,SmartTech,1421.55,2024-12-06,434,936549.06,744,2157.947142857143,14,434,3.838709677419355,Top Performer,Average
44c2986d-09e6-4033-9879-f62656afe05c,TechPro Laptops Change,Electronics,Laptops,TechPro,1240.26,2025-03-04,540,935980.2,870,1733.2966666666666,18,540,3.8666666666666667,Top Performer,Average
7484d907-07b1-41e4-828f-0be54eba76b1,ElectroCore Headphones Almost,Electronics,Headphones,ElectroCore,1432.31,2025-03-27,429,933927.06,759,2176.9861538461537,13,429,4.151515151515151,Top Performer,Good
fa7e77a6-ee64-4714-90cb-33772e7783c6,ElectroCore Cameras Number,Electronics,Cameras,ElectroCore,1366.27,2024-03-24,476,930522.04,784,1954.8782352941178,17,476,4.142857142857143,Top Performer,Good
a71bf33f-3f81-47d4-b7b7-e8fded5f0b76,SmartTech Smartphones Region,Electronics,Smartphones,SmartTech,1256.57,2024-12-04,558,910960.11,868,1632.545,18,558,3.903225806451613,Top Performer,Average
f8900c89-4785-4dd1-a8f1-ab8db9248449,TechPro Cameras No,Electronics,Cameras,TechPro,1164.39,2025-06-19,500,909575.5,900,1819.151,20,500,4.32,Top Performer,Good
d347e308-f2c3-4c68-ba28-90bdf6f54244,ElectroCore Laptops Floor,Electronics,Laptops,ElectroCore,1324.24,2024-09-07,391,902877.42,782,2309.1494117647057,17,391,4.391304347826087,Top Performer,Good
6ebc92a5-6c6b-47cf-be6a-37af7d024403,DigitalMax Laptops Dinner,Electronics,Laptops,DigitalMax,1386.05,2023-10-01,406,902800.16,725,2223.6457142857143,14,406,4.068965517241379,Top Performer,Good
c9742466-20bb-4f19-b001-c182c1fcaeae,TechWave Tablets Old,Electronics,Tablets,TechWave,984.25,2024-01-20,594,901746.12,1056,1518.091111111111,18,594,3.9393939393939394,Top Performer,Average
2700cc52-2def-48d3-8959-de7390a87321,TechPro Laptops Better,Electronics,Laptops,TechPro,1314.09,2023-08-26,493,897960.64,783,1821.4211764705883,17,493,4.206896551724138,Top Performer,Good
98e0dd41-9c68-4cad-be47-c12965b30ac5,DigitalMax Cameras Collection,Electronics,Cameras,DigitalMax,1200.06,2025-02-05,572,895970.92,884,1566.3827272727274,22,572,4.115384615384615,Top Performer,Good
edced8d1-84c1-4963-a058-646b902c8873,SmartTech Laptops Discover,Electronics,Laptops,SmartTech,1219.32,2023-02-23,480,891159.36,816,1856.582,20,480,3.7083333333333335,Top Performer,Average
cc891bb7-3483-4e5b-805c-2b44f4144fd3,TechPro Laptops Main,Electronics,Laptops,TechPro,1152.87,2024-12-26,560,874283.76,868,1561.221,20,560,4.142857142857143,Top Performer,Good
87d11948-f308-4d7e-9e1c-888e455c475c,SmartTech Laptops Idea,Electronics,Laptops,SmartTech,1150.86,2024-11-05,462,861750.78,814,1865.2614285714285,21,462,4.318181818181818,Top Performer,Good
fdec58fd-a3b8-4d66-9146-e9b99ba6d87c,ElectroCore Laptops Trial,Electronics,Laptops,ElectroCore,1476.37,2025-06-23,390,857137.2,690,2197.7876923076924,13,390,3.9,Top Performer,Average
a75efcca-7a6a-4be3-843a-ba7096976abd,SmartTech Tablets Future,Electronics,Tablets,SmartTech,1425.37,2022-09-19,400,856734.5,675,2141.83625,16,400,3.76,Top Performer,Average
00a9c9fe-716d-40aa-ae57-d62173986b4f,DigitalMax Tablets Within,Electronics,Tablets,DigitalMax,1059.05,2023-03-30,486,849040.11,918,1746.996111111111,18,486,3.4814814814814814,Top Performer,Below Average
3dd49803-585f-4a45-b2d6-23a549baf934,TechPro Cameras Answer,Electronics,Cameras,TechPro,1087.42,2023-08-09,546,847831.4,910,1552.804761904762,21,546,4.1923076923076925,Top Performer,Good
a283fbb5-eb84-4b1d-8e87-658944825769,DigitalMax Headphones Church,Electronics,Headphones,DigitalMax,1364.63,2023-12-10,450,843370.5,675,1874.1566666666668,18,450,4.2,Top Performer,Good
e1727a67-6210-404e-b287-5f58dc506b7c,DigitalMax Cameras Require,Electronics,Cameras,DigitalMax,1419.6,2022-09-07,297,838769.58,627,2824.14,9,297,3.9393939393939394,Top Performer,Average
161ed27b-97f5-4d2d-ad65-b5d9db521eec,SmartTech Laptops Act,Electronics,Laptops,SmartTech,1462.16,2023-03-18,299,836863.74,644,2798.8753846153845,13,299,4.0,Top Performer,Good
4fd18c53-2bf4-44f2-8c62-36f96344c0a2,ElectroCore Laptops Seven,Electronics,Laptops,ElectroCore,1366.65,2024-09-27,578,834586.1,714,1443.9205882352942,17,578,4.0,Top Performer,Good
b135455b-1dc2-4f95-90ed-7f491f3885a8,SmartTech Laptops Often,Electronics,Laptops,SmartTech,696.82,2024-11-02,777,833414.27,1369,1072.605238095238,21,777,3.972972972972973,Top Performer,Average
fa9813a2-aeae-4555-8e84-6e4eea561eab,ElectroCore Cameras Safe,Electronics,Cameras,ElectroCore,1025.36,2022-12-01,527,829408.41,899,1573.83,17,527,3.870967741935484,Top Performer,Average
60178a9e-4f0f-469b-8b4e-95834d8bdd7d,TechPro Smartphones Piece,Electronics,Smartphones,TechPro,1173.89,2023-02-16,576,829299.6,792,1439.75625,24,576,3.5416666666666665,Top Performer,Average
cbaf3eb0-e785-44ac-95da-7f8fd3014cae,ElectroCore Headphones Cultural,Electronics,Headphones,ElectroCore,1081.05,2023-11-24,736,829053.44,864,1126.4313043478262,23,736,4.09375,Top Performer,Good
c9b49a29-881e-4418-8895-a6bcbfb58851,ElectroCore Headphones At,Electronics,Headphones,ElectroCore,1335.76,2025-06-14,378,825132.69,675,2182.8907142857142,14,378,4.185185185185185,Top Performer,Good
b7d53608-e2f7-42ee-b802-9e551cb21fa0,TechWave Tablets She,Electronics,Tablets,TechWave,889.91,2025-02-11,646,824864.14,1054,1276.8794736842106,19,646,3.8823529411764706,Top Performer,Average
be3ca795-8db6-4616-99b9-5dc797858d13,TechPro Cameras Mouth,Electronics,Cameras,TechPro,1479.94,2023-04-19,360,822972.72,624,2286.0353333333333,15,360,4.125,Top Performer,Good
a4e459b6-3acb-45f1-b87a-0d882ebce2a4,TechPro Cameras Mean,Electronics,Cameras,TechPro,1155.63,2023-02-28,476,820856.9,782,1724.4892857142856,14,476,3.9411764705882355,Top Performer,Average
